chromosome	ID_locus1	ID_locus2	interaction_status	distance
chr6	HIST1H3H	chr6_27131712	stable	644912
chr6	SEC63	chr6_108137076	stable	141049
chr6	BTBD9	chr6_38486346	stable	113174
chr6	SNORD45.4	chr6_38062994	stable	104610
chr6	UBR2	chr6_42336269	stable	194815
chr6	snoU13.368	chr6_34415802	stable	225177
chr6	WISP3	chr6_111968036	stable	405542
chr6	MDGA1	chr6_37330735	stable	325145
chr6	ARG1	chr6_131449387	stable	440372
chr6	U1.36	chr6_76105595	stable	73553
chr6	MYB-AS1	chr6_135264261	stable	249310
chr6	SYNJ2	chr6_158289568	stable	111908
chr6	TMEM14A	chr6_52122034	stable	412015
chr6	U6.80	chr6_109226327	stable	149758
chr6	ARID1B	chr6_157047647	stable	47716
chr6	PTCHD4	chr6_47991823	stable	39673
chr6	PKIB	chr6_122707592	stable	79459
chr6	MMS22L	chr6_97696017	stable	28144
chr6	AKAP7	chr6_131452163	stable	3255
chr6	BTBD9-AS1	chr6_38358820	stable	89180
chr6	RAB44	chr6_36390506	stable	296691
chr6	HIST1H4G	chr6_26160513	stable	83854
chr6	ASCC3	chr6_101166291	stable	161837
chr6	ENPP4	chr6_46026878	stable	70462
chr6	KCNK17	chr6_39027115	stable	240033
chr6	RNF182	chr6_13870913	stable	53695
chr6	EPM2A	chr6_146025288	stable	24550
chr6	TXNDC5	chr6_7761339	stable	138567
chr6	FUT9	chr6_96461035	stable	2512
chr6	MEP1A	chr6_46715004	stable	42824
chr6	U6.469	chr6_17566128	stable	46024
chr6	FAM26E	chr6_116732258	stable	98751
chr6	TRAM2	chr6_52128924	stable	311738
chr6	TUBE1	chr6_112313280	stable	94007
chr6	PHIP	chr6_79743015	stable	41147
chr6	PNPLA1	chr6_35921627	stable	289260
chr6	FGD2	chr6_36796601	stable	171957
chr6	HDDC2	chr6_125586185	stable	32990
chr6	DLL1	chr6_170511822	stable	84431
chr6	ZSCAN9	chr6_28097824	stable	94738
chr6	MIR548AJ1	chr6_132335736	stable	99240
chr6	GRM1	chr6_146293807	stable	54242
chr6	HEBP2	chr6_138698519	stable	11274
chr6	CNR1	chr6_88805077	stable	69429
chr6	TNFRSF21	chr6_47216939	stable	60645
chr6	AIRN	chr6_160373599	stable	52534
chr6	U2.33	chr6_27009900	stable	54293
chr6	IBTK	chr6_82896041	stable	60315
chr6	BET3L	chr6_116746499	stable	112845
chr6	TREM1	chr6_41149014	stable	105257
chr6	snoU13.451	chr6_157474762	stable	236466
chr6	PRPF4B	chr6_3352941	stable	668471
chr6	DYNLT1	chr6_158618713	stable	445019
chr6	U6.390	chr6_27326656	stable	224924
chr6	RNU7-65P	chr6_49290964	stable	19175
chr6	SLC16A10	chr6_111365400	stable	32565
chr6	snoU13.45	chr6_37157974	stable	56070
chr6	WISP3	chr6_111978364	stable	395214
chr6	MYB-AS1	chr6_135314765	stable	198806
chr6	U6.390	chr6_27488730	stable	62850
chr6	KPNA5	chr6_116570219	stable	431671
chr6	HSP90AB1	chr6_44175621	stable	34227
chr6	FRS3	chr6_41715709	stable	37076
chr6	ARMC2-AS1	chr6_108977953	stable	266593
chr6	SERPINB9	chr6_2772869	stable	127802
chr6	HIST1H3I	chr6_27753203	stable	84418
chr6	SCUBE3	chr6_35125784	stable	51699
chr6	MIR587	chr6_107168481	stable	62166
chr6	HIST1H2AL	chr6_27826103	stable	3713
chr6	CCR6	chr6_167494313	stable	25784
chr6	snoU13.368	chr6_34477985	stable	162994
chr6	ARG1	chr6_131846970	stable	42789
chr6	EYS	chr6_66377731	stable	36419
chr6	IL17F	chr6_52051387	stable	56050
chr6	HIVEP1	chr6_11834396	stable	173996
chr6	PSMB1	chr6_170829352	stable	27510
chr6	FBXO9	chr6_52836980	stable	77350
chr6	AGPAT4	chr6_161565100	stable	128942
chr6	RSPH3	chr6_159071603	stable	343753
chr6	RSPH3	chr6_159198887	stable	216469
chr6	PPIL1	chr6_36812947	stable	27939
chr6	NEDD9	chr6_11144065	stable	237977
chr6	HIST1H4K	chr6_27477682	stable	314765
chr6	LCA5	chr6_80191198	stable	53126
chr6	DYNLT1	chr6_158973155	stable	90577
chr6	BACH2	chr6_90686687	stable	318656
chr6	ZSCAN23	chr6_28119142	stable	289355
chr6	ZFAND3	chr6_37685038	stable	82096
chr6	GCLC	chr6_53371934	stable	109807
chr6	PRPF4B	chr6_3755867	stable	265545
chr6	HIST1H2BH	chr6_26185587	stable	65793
chr6	U6.466	chr6_41815622	stable	169656
chr6	COL12A1	chr6_75869586	stable	35161
chr6	PRDM1	chr6_105869619	stable	662305
chr6	PRDM1	chr6_105916831	stable	615093
chr6	MIR548A1	chr6_18506107	stable	64830
chr6	ELOVL2	chr6_10956987	stable	85815
chr6	MRPS18A	chr6_43546712	stable	108019
chr6	CNPY3	chr6_42889459	stable	7080
chr6	POLR1C	chr6_43301501	stable	172730
chr6	ZNF184	chr6_27366696	stable	70107
chr6	MDN1	chr6_90521617	stable	7549
chr6	PNPLA1	chr6_35967683	stable	243204
chr6	HIST1H1E	chr6_26094838	stable	45857
chr6	IGF2R	chr6_160157938	stable	231569
chr6	NUS1	chr6_117838879	stable	154457
chr6	KCNK5	chr6_39094921	stable	100337
chr6	snoU13.17	chr6_25313447	stable	116533
chr6	RNU7-91P	chr6_13628706	stable	49932
chr6	BEND3	chr6_107384011	stable	50900
chr6	TAGAP	chr6_159273747	stable	192029
chr6	VNN1	chr6_132999421	stable	29896
chr6	KCNQ5-AS1	chr6_73307574	stable	545376
chr6	PSMB1	chr6_170603649	stable	253213
chr6	PRDM1	chr6_105887980	stable	643944
chr6	HIST1H2AL	chr6_27756870	stable	72946
chr6	U6.341	chr6_107129557	stable	55413
chr6	PREP	chr6_105723211	stable	125455
chr6	RSPO3	chr6_127347141	stable	89991
chr6	MIR548AI	chr6_99552012	stable	13812
chr6	RAB23	chr6_57052296	stable	21473
chr6	IGF2R	chr6_160330515	stable	58992
chr6	MYLIP	chr6_16087003	stable	40614
chr6	RPP40	chr6_4876286	stable	124937
chr6	DPPA5	chr6_73986642	stable	76324
chr6	MIR4464	chr6_90963928	stable	55299
chr6	TREML4	chr6_41149014	stable	42543
chr6	RWDD2A	chr6_83794879	stable	95468
chr6	FUCA2	chr6_143764173	stable	67009
chr6	ARG1	chr6_131418088	stable	471671
chr6	KCNK16	chr6_39035992	stable	250333
chr6	snoU13.223	chr6_90349112	stable	181144
chr6	KCNQ5-AS1	chr6_73365312	stable	487638
chr6	MIR1275	chr6_33727950	stable	236754
chr6	TRDN	chr6_123886382	stable	68319
chr6	ZBTB24	chr6_109407016	stable	387418
chr6	FAM26E	chr6_116786407	stable	44602
chr6	ZBTB2	chr6_151202988	stable	507024
chr6	HIST1H2AD	chr6_26024397	stable	172489
chr6	BTBD9	chr6_38583298	stable	16222
chr6	BCKDHB	chr6_80670020	stable	145885
chr6	SUPT3H	chr6_45311431	stable	27534
chr6	RNU4-7P	chr6_150576369	stable	71527
chr6	HIST1H1B	chr6_26022603	stable	1811748
chr6	PRIM2	chr6_56998957	stable	179629
chr6	JARID2	chr6_15144010	stable	100181
chr6	SUPT3H	chr6_44620738	stable	718227
chr6	MYB-AS1	chr6_135320341	stable	193230
chr6	snoU13.312	chr6_151196922	stable	456628
chr6	ATXN1	chr6_16595352	stable	163853
chr6	MAP3K5	chr6_136910573	stable	196975
chr6	EDN1	chr6_12154049	stable	133592
chr6	RNU7-133P	chr6_14093938	stable	58994
chr6	XPO5	chr6_43453428	stable	89334
chr6	NDUFAF4	chr6_97290675	stable	48450
chr6	EPB41L2	chr6_131208397	stable	174393
chr6	PACRG	chr6_163123463	stable	22805
chr6	MLIP	chr6_53736424	stable	57454
chr6	RPP40	chr6_4756498	stable	244725
chr6	MAPK13	chr6_36047386	stable	41094
chr6	CCND3	chr6_41849664	stable	166441
chr6	KLHL32	chr6_97302215	stable	64815
chr6	ZNF184	chr6_27307572	stable	129231
chr6	MIR4282	chr6_73639009	stable	35944
chr6	SLC17A4	chr6_25608595	stable	144646
chr6	PTK7	chr6_42966891	stable	76399
chr6	RPS6KA2-AS1	chr6_167163359	stable	136304
chr6	TRNAI6	chr6_27511619	stable	81655
chr6	MIR4639	chr6_15677177	stable	457361
chr6	TRMT11	chr6_126136931	stable	167635
chr6	HIST1H3G	chr6_26138290	stable	132752
chr6	IPCEF1	chr6_154450873	stable	227007
chr6	MYLIP	chr6_15682944	stable	444673
chr6	U6.949	chr6_54555543	stable	93372
chr6	snoU13.312	chr6_151335531	stable	318019
chr6	U1.19	chr6_37829643	stable	53573
chr6	HIST1H3G	chr6_26113514	stable	157528
chr6	PRIM2	chr6_57025794	stable	152792
chr6	ADAT2	chr6_143713151	stable	53730
chr6	GMDS	chr6_2178565	stable	63399
chr6	U1.51	chr6_11242214	stable	258009
chr6	snoU13.344	chr6_111877373	stable	74165
chr6	MDGA1	chr6_37348144	stable	307736
chr6	SIRT5	chr6_13467460	stable	104451
chr6	MIR4464	chr6_90937381	stable	81846
chr6	BAG2	chr6_56923429	stable	111400
chr6	PERP	chr6_138262494	stable	161153
chr6	IP6K3	chr6_33619700	stable	91647
chr6	IL17A	chr6_51981092	stable	68415
chr6	MLIP	chr6_53747695	stable	46183
chr6	U6.1002	chr6_75976993	stable	322850
chr6	MDGA1	chr6_37578742	stable	77138
chr6	U6.1068	chr6_151579477	stable	6483
chr6	HECA	chr6_139296241	stable	156823
chr6	TNFAIP3	chr6_137990723	stable	196132
chr6	GCNT6	chr6_10503133	stable	120946
chr6	FUCA2	chr6_143762636	stable	68546
chr6	snoU13.45	chr6_37078811	stable	135233
chr6	MDGA1	chr6_37596098	stable	59782
chr6	U6.490	chr6_14410346	stable	230060
chr6	PRPF4B	chr6_3851409	stable	170003
chr6	AIRN	chr6_160383939	stable	42194
chr6	UBR2	chr6_42387357	stable	143727
chr6	HACE1	chr6_105256316	stable	50311
chr6	U6.524	chr6_43165522	stable	273648
chr6	KPNA5	chr6_116913902	stable	87988
chr6	GPR126	chr6_142542630	stable	77269
chr6	BTN1A1	chr6_26299569	stable	198268
chr6	SLC29A1	chr6_44041607	stable	141037
chr6	KCNK5	chr6_39056122	stable	139136
chr6	SLC17A5	chr6_74133462	stable	226853
chr6	CCDC28A	chr6_139071441	stable	17250
chr6	MIR133B	chr6_51878287	stable	133173
chr6	KIF13A	chr6_17912504	stable	70218
chr6	GUCA1A	chr6_41839986	stable	278470
chr6	U6.1126	chr6_158250259	stable	101416
chr6	MRAP2	chr6_84673109	stable	63674
chr6	U6.490	chr6_14291184	stable	349222
chr6	KCNQ5-AS1	chr6_73140383	stable	712567
chr6	HIST1H2BK	chr6_26585900	stable	527547
chr6	KCNK17	chr6_38939611	stable	327537
chr6	LINC00336	chr6_33459613	stable	95388
chr6	SF3B5	chr6_144332879	stable	63835
chr6	RNU4-7P	chr6_150571408	stable	76488
chr6	BMP6	chr6_7676049	stable	50008
chr6	FBXO9	chr6_52831029	stable	83301
chr6	KCNQ5	chr6_73247000	stable	83748
chr6	snoU13.45	chr6_36722352	stable	491692
chr6	WISP3	chr6_112149091	stable	224487
chr6	GMNN	chr6_24555371	stable	218715
chr6	PRSS35	chr6_84142148	stable	79398
chr6	THEMIS	chr6_128202912	stable	35357
chr6	TUBE1	chr6_112016606	stable	390681
chr6	AKAP7	chr6_131378805	stable	76613
chr6	ABRACL	chr6_139251102	stable	97070
chr6	GFOD1	chr6_13380173	stable	106598
chr6	ARID1B	chr6_156882750	stable	212613
chr6	TREM2	chr6_41066347	stable	64119
chr6	CLPS	chr6_35708571	stable	56353
chr6	PKIB	chr6_122766391	stable	20660
chr6	MIR1275	chr6_33859487	stable	105217
chr6	HIST1H3G	chr6_26086522	stable	184520
chr6	TREML1	chr6_41061988	stable	53900
chr6	MIR548A1	chr6_18347438	stable	223499
chr6	MIR548B	chr6_119338362	stable	48805
chr6	GPR126	chr6_142524878	stable	95021
chr6	GOPC	chr6_117782856	stable	140464
chr6	KCNK16	chr6_39059432	stable	226893
chr6	ZKSCAN3	chr6_28189642	stable	122572
chr6	FBXO5	chr6_153265014	stable	38068
chr6	NRN1	chr6_5748637	stable	246943
chr6	SCUBE3	chr6_34969875	stable	207608
chr6	snoU13.344	chr6_111891640	stable	59898
chr6	SNORD28.1	chr6_156533568	stable	165701
chr6	KCNK16	chr6_39231123	stable	55202
chr6	RNU4-18P	chr6_131945201	stable	15722
chr6	FKBP5	chr6_35244975	stable	449859
chr6	THEMIS	chr6_128206516	stable	31753
chr6	U6.203	chr6_19559097	stable	73372
chr6	ZFAND3	chr6_37722938	stable	44196
chr6	U6.247	chr6_15236749	stable	75531
chr6	HIST1H3I	chr6_27739455	stable	98166
chr6	GFOD1	chr6_13443458	stable	43313
chr6	FRMD1	chr6_168371324	stable	99039
chr6	BET3L	chr6_116534059	stable	325285
chr6	TFEB	chr6_41615823	stable	70934
chr6	ZC2HC1B	chr6_144079934	stable	104934
chr6	U6.166	chr6_18115479	stable	187953
chr6	PDE7B	chr6_136121741	stable	41024
chr6	ATXN1	chr6_16354833	stable	404372
chr6	KCNK5	chr6_38843662	stable	351596
chr6	MAP3K5	chr6_136923386	stable	184162
chr6	GINM1	chr6_149824604	stable	60807
chr6	SOD2	chr6_160127050	stable	55230
chr6	SYNJ2	chr6_158219720	stable	181756
chr6	KCNK16	chr6_38912858	stable	373467
chr6	ZKSCAN4	chr6_28052659	stable	167624
chr6	REV3L	chr6_111661626	stable	140632
chr6	TFB1M	chr6_155534112	stable	98961
chr6	snoU13.433	chr6_6780343	stable	258106
chr6	U6.390	chr6_27442285	stable	109295
chr6	MLN	chr6_33683533	stable	80423
chr6	SEC63	chr6_107988531	stable	289594
chr6	IL17F	chr6_52040119	stable	67318
chr6	CEP85L	chr6_118945629	stable	81986
chr6	U6.390	chr6_27236304	stable	315276
chr6	TRAM2	chr6_52135662	stable	305000
chr6	MIR3939	chr6_167158343	stable	248599
chr6	BET3L	chr6_116818489	stable	40855
chr6	U2.51	chr6_28348518	stable	28159
chr6	SNORA27.3	chr6_136967308	stable	202550
chr6	KCNQ5-AS1	chr6_73782210	stable	70740
chr6	CCDC28A	chr6_138907769	stable	180922
chr6	LEMD2	chr6_33570359	stable	175994
chr6	HIST1H1B	chr6_27709990	stable	124361
chr6	MAP3K5	chr6_136937038	stable	170510
chr6	RNU7-133P	chr6_14104208	stable	48724
chr6	KLC4	chr6_42798944	stable	204220
chr6	SLC17A1	chr6_25709467	stable	121953
chr6	SMPDL3A	chr6_123039490	stable	69471
chr6	HIST1H2AK	chr6_27732726	stable	69383
chr6	RPL7L1	chr6_42531855	stable	309284
chr6	MIR548AJ1	chr6_132358070	stable	76906
chr6	AARS2	chr6_43744848	stable	534602
chr6	ABT1	chr6_26504045	stable	89022
chr6	HIST1H2BL	chr6_27123819	stable	646556
chr6	MIR587	chr6_107161847	stable	68800
chr6	SUPT3H	chr6_45290041	stable	48924
chr6	WISP3	chr6_112314230	stable	59348
chr6	HTR1E	chr6_87623064	stable	23261
chr6	SNAP91	chr6_84297310	stable	119013
chr6	RSPH3	chr6_159231835	stable	183521
chr6	SIRT5	chr6_13429788	stable	142123
chr6	FAM26D	chr6_116785644	stable	63830
chr6	SNORD28.1	chr6_156682157	stable	17112
chr6	ZC3H12D	chr6_149352592	stable	427648
chr6	MIR4639	chr6_15901105	stable	233433
chr6	RPS10	chr6_34382200	stable	10456
chr6	SEC63	chr6_108119150	stable	158975
chr6	SHPRH	chr6_146209260	stable	75321
chr6	U6.247	chr6_15214233	stable	98047
chr6	TSPYL4	chr6_116551105	stable	22802
chr6	HIST1H4K	chr6_27123819	stable	668628
chr6	HIST1H3I	chr6_27132928	stable	704693
chr6	IGF2R	chr6_160112134	stable	277373
chr6	TRMT11	chr6_126267264	stable	37302
chr6	BTBD9-AS1	chr6_38387884	stable	60116
chr6	SIM1	chr6_100837162	stable	75517
chr6	SNX14	chr6_86167907	stable	134932
chr6	KCNQ5-AS1	chr6_73174859	stable	678091
chr6	KCNQ5-AS1	chr6_73303411	stable	549539
chr6	PLEKHG1	chr6_150867835	stable	52767
chr6	REV3L	chr6_111633384	stable	168874
chr6	GRM1	chr6_146322835	stable	25214
chr6	HMGN3	chr6_79918693	stable	24402
chr6	EFHC1	chr6_52122703	stable	157375
chr6	snoU13.17	chr6_25266230	stable	163750
chr6	ZSCAN9	chr6_28134825	stable	57737
chr6	ZDHHC14	chr6_157729183	stable	71725
chr6	IFNGR1	chr6_137347241	stable	186984
chr6	UST	chr6_148949589	stable	111766
chr6	SNORD112.27	chr6_137860650	stable	339
chr6	KCNQ5-AS1	chr6_73068957	stable	783993
chr6	SMLR1	chr6_130651538	stable	487771
chr6	TAAR1	chr6_132931400	stable	28691
chr6	RAB44	chr6_36566162	stable	121035
chr6	HIST1H2BK	chr6_26329836	stable	783611
chr6	PM20D2	chr6_89786602	stable	68231
chr6	HMGN3	chr6_79923052	stable	20043
chr6	MAP3K7	chr6_91269618	stable	24763
chr6	SNORA40.10	chr6_35523619	stable	90881
chr6	SLC35B3	chr6_8412053	stable	13514
chr6	GINM1	chr6_149828915	stable	56496
chr6	U1.36	chr6_76133914	stable	45234
chr6	ACAT2	chr6_160121916	stable	59136
chr6	HIST1H2BF	chr6_26133166	stable	66516
chr6	NCR2	chr6_41149014	stable	149517
chr6	TBX18	chr6_85405951	stable	66631
chr6	PPP1R14C	chr6_150425228	stable	27590
chr6	TREML1	chr6_41066347	stable	49541
chr6	ZKSCAN3	chr6_28134825	stable	177389
chr6	COX6A1P2	chr6_36857780	stable	140345
chr6	RPP40	chr6_4855957	stable	145266
chr6	PERP	chr6_138022056	stable	401591
chr6	TXNDC5	chr6_7802439	stable	97467
chr6	U1.51	chr6_11349402	stable	150821
chr6	PSMG4	chr6_3059787	stable	167227
chr6	HIST1H4J	chr6_27750506	stable	40460
chr6	PTPRK	chr6_128788079	stable	53124
chr6	PNRC1	chr6_89706443	stable	82680
chr6	HIVEP1	chr6_11931775	stable	76617
chr6	ACAT2	chr6_160127050	stable	54002
chr6	TXLNB	chr6_139576918	stable	31411
chr6	NRN1	chr6_5765556	stable	230024
chr6	SMLR1	chr6_130619857	stable	519452
chr6	U6.1157	chr6_40311905	stable	60763
chr6	SNORD50A	chr6_86296121	stable	88562
chr6	CCND3	chr6_41931983	stable	84122
chr6	snoU13.433	chr6_6724312	stable	314137
chr6	SPATS1	chr6_44073636	stable	236448
chr6	GCNT6	chr6_10568473	stable	55606
chr6	PRIM2	chr6_56843630	stable	334956
chr6	PRIM2	chr6_56999750	stable	178836
chr6	U6.886	chr6_77145834	stable	10050
chr6	snoU13.17	chr6_25254994	stable	174986
chr6	BCKDHB	chr6_80550848	stable	265057
chr6	CCR6	chr6_167192770	stable	327327
chr6	ITPR3	chr6_33483041	stable	93728
chr6	U1.36	chr6_76132942	stable	46206
chr6	POM121L2	chr6_27200005	stable	70678
chr6	HUS1B	chr6_596036	stable	60202
chr6	ECHDC1	chr6_127618958	stable	44733
chr6	U6.797	chr6_20428758	stable	23401
chr6	ASF1A	chr6_119092996	stable	121315
chr6	TMEM14A	chr6_52444530	stable	89519
chr6	SASH1	chr6_148521960	stable	71225
chr6	CNPY3	chr6_42602809	stable	293730
chr6	MIR4645	chr6_2794207	stable	54699
chr6	TINAG	chr6_54150607	stable	17614
chr6	MLN	chr6_33666991	stable	96965
chr6	BAG2	chr6_56896497	stable	138332
chr6	MIR548H5	chr6_132054629	stable	49473
chr6	BTBD9-AS1	chr6_38430424	stable	17576
chr6	ENPP4	chr6_45893496	stable	203844
chr6	U6.166	chr6_18200077	stable	103355
chr6	MIR548AJ1	chr6_132337727	stable	97249
chr6	ATXN1	chr6_16637602	stable	121603
chr6	MEA1	chr6_42627816	stable	346584
chr6	U6.80	chr6_109071860	stable	304225
chr6	RWDD1	chr6_116856184	stable	33853
chr6	U6.1002	chr6_76259268	stable	40575
chr6	MIR548A2	chr6_135533097	stable	27070
chr6	KCNQ5-AS1	chr6_73234731	stable	618219
chr6	MDGA1	chr6_37544396	stable	111484
chr6	CNKSR3	chr6_154788412	stable	42000
chr6	U6.173	chr6_119569817	stable	68111
chr6	MIR548A1	chr6_18496244	stable	74693
chr6	PEX6	chr6_42743455	stable	195129
chr6	SNORA73.3	chr6_89365219	stable	55645
chr6	L3MBTL3	chr6_130278682	stable	50360
chr6	CUL7	chr6_42877092	stable	141508
chr6	ELOVL2	chr6_10944744	stable	98058
chr6	KCNK17	chr6_38859996	stable	407152
chr6	XPO5	chr6_43223823	stable	318939
chr6	MYLIP	chr6_15682472	stable	445145
chr6	NRN1	chr6_5496648	stable	498932
chr6	MEA1	chr6_42715996	stable	258404
chr6	RPS12	chr6_132988821	stable	142318
chr6	RARS2	chr6_88256392	stable	41168
chr6	U1.51	chr6_11428828	stable	71395
chr6	TRMT11	chr6_126135772	stable	168794
chr6	snoU13.293	chr6_11012393	stable	65209
chr6	U6.390	chr6_27368917	stable	182663
chr6	U6.921	chr6_16002502	stable	197417
chr6	SNORA27.3	chr6_137010655	stable	159203
chr6	DEK	chr6_18158739	stable	99933
chr6	U1.51	chr6_11292522	stable	207701
chr6	MYO6	chr6_76403541	stable	51266
chr6	HIST1H4B	chr6_25957379	stable	68766
chr6	TDP2	chr6_24605543	stable	60492
chr6	MIR4639	chr6_16075239	stable	59299
chr6	SRSF3	chr6_36533856	stable	26575
chr6	MED23	chr6_131913117	stable	35098
chr6	LTV1	chr6_143925308	stable	233858
chr6	RNU7-3P	chr6_149731479	stable	103289
chr6	DLL1	chr6_170231446	stable	364807
chr6	GOPC	chr6_117786495	stable	136825
chr6	KPNA5	chr6_116537550	stable	464340
chr6	CD83	chr6_14044607	stable	67374
chr6	IPCEF1	chr6_154484689	stable	193191
chr6	GMPR	chr6_16215871	stable	20863
chr6	U6.166	chr6_18183191	stable	120241
chr6	MIR548A1	chr6_18497525	stable	73412
chr6	snoU13.72	chr6_1113245	stable	70212
chr6	CCDC167	chr6_37326168	stable	140940
chr6	BACH2	chr6_90836138	stable	169205
chr6	RNGTT	chr6_89630804	stable	41194
chr6	TRMT11	chr6_126148896	stable	155670
chr6	JARID2	chr6_14658255	stable	585936
chr6	IL17F	chr6_51926684	stable	180753
chr6	snoU13.293	chr6_11036939	stable	40663
chr6	OPN5	chr6_47365763	stable	380913
chr6	MIR30A	chr6_72051465	stable	54368
chr6	B3GAT2	chr6_71617671	stable	46359
chr6	MIR548B	chr6_119338195	stable	48972
chr6	RNF8	chr6_36978523	stable	332011
chr6	SNRPC	chr6_34589943	stable	124105
chr6	NUP153	chr6_17673553	stable	30199
chr6	TULP1	chr6_35293347	stable	184460
chr6	TMEM151B	chr6_44074894	stable	160032
chr6	SLC22A2	chr6_160645775	stable	50253
chr6	F13A1	chr6_6259012	stable	59598
chr6	GFOD1-AS1	chr6_13440338	stable	45366
chr6	ADTRP	chr6_11744169	stable	60411
chr6	REV3L	chr6_111566234	stable	236024
chr6	CDYL	chr6_4648197	stable	54127
chr6	PRIM2	chr6_56908882	stable	269704
chr6	CCR6	chr6_167273664	stable	246433
chr6	ASCC3	chr6_101192817	stable	135311
chr6	PRDM1	chr6_106282930	stable	248994
chr6	GMNN	chr6_24656833	stable	117253
chr6	ZKSCAN3	chr6_28116648	stable	195566
chr6	U6.921	chr6_16070079	stable	129840
chr6	MAP3K7	chr6_91214673	stable	79708
chr6	HIST1H2AB	chr6_26001891	stable	30414
chr6	CNR1	chr6_88814630	stable	59876
chr6	U1.51	chr6_11262089	stable	238134
chr6	KCNK17	chr6_39012309	stable	254839
chr6	SLC26A8	chr6_35871810	stable	111480
chr6	POLR1C	chr6_42937558	stable	536673
chr6	L3MBTL3	chr6_130093698	stable	235344
chr6	PEX7	chr6_137093760	stable	47980
chr6	HMGN3	chr6_79902092	stable	41003
chr6	MIR548AJ1	chr6_132344160	stable	90816
chr6	MIR4464	chr6_90869777	stable	149450
chr6	MRAP2	chr6_84670861	stable	65922
chr6	COL19A1	chr6_70490807	stable	84739
chr6	CD164	chr6_109534012	stable	164915
chr6	RARS2	chr6_88240417	stable	57143
chr6	ID4	chr6_19789490	stable	47404
chr6	IL22RA2	chr6_137414949	stable	77434
chr6	MDGA1	chr6_37303236	stable	352644
chr6	NEDD9	chr6_11302888	stable	79154
chr6	TREML2	chr6_41046417	stable	109488
chr6	PRDM1	chr6_106211066	stable	320858
chr6	AKAP12	chr6_151464784	stable	94185
chr6	STX11	chr6_144434445	stable	31154
chr6	RNU1-11P	chr6_13166427	stable	44846
chr6	CPNE5	chr6_36774938	stable	21929
chr6	Z97352.1	chr6_129838165	stable	228299
chr6	U6.1101	chr6_129666964	stable	81987
chr6	U6.949	chr6_54549177	stable	99738
chr6	TMEM151B	chr6_44215575	stable	19351
chr6	TCP11	chr6_34957454	stable	157882
chr6	HIST1H4L	chr6_27733883	stable	106499
chr6	L3MBTL3	chr6_130295322	stable	33720
chr6	ZSCAN12	chr6_28207416	stable	156789
chr6	GPR116	chr6_46859018	stable	60977
chr6	BTBD9-AS1	chr6_37680189	stable	767811
chr6	ADGB	chr6_146789919	stable	128050
chr6	RANBP9	chr6_13333683	stable	376472
chr6	MDGA1	chr6_37345018	stable	310862
chr6	snoU13.312	chr6_151330379	stable	323171
chr6	TTLL2	chr6_167636867	stable	101575
chr6	LINC00336	chr6_33542589	stable	12412
chr6	MIR587	chr6_107174939	stable	55708
chr6	HIST1H2BK	chr6_26325766	stable	787681
chr6	U6.1146	chr6_45425602	stable	186671
chr6	ADTRP	chr6_11692491	stable	112089
chr6	LRRC1	chr6_53596758	stable	59920
chr6	HIST1H1A	chr6_25858747	stable	157935
chr6	HINT3	chr6_126157024	stable	112984
chr6	SAYSD1	chr6_39001147	stable	80982
chr6	TRNAI6	chr6_27264264	stable	329010
chr6	PSMB1	chr6_170165553	stable	691309
chr6	GJB7	chr6_88019502	stable	18699
chr6	RPF2	chr6_111051411	stable	242317
chr6	TCP11	chr6_34879155	stable	236181
chr6	EDN1	chr6_12194147	stable	93494
chr6	IGF2R	chr6_160339335	stable	50172
chr6	ARG1	chr6_131840826	stable	48933
chr6	U6.921	chr6_15666758	stable	533161
chr6	DLK2	chr6_43156547	stable	265350
chr6	KCNK5	chr6_39116530	stable	78728
chr6	MIR4464	chr6_90672506	stable	346721
chr6	CD164	chr6_108868882	stable	830045
chr6	ZC2HC1B	chr6_143779259	stable	405609
chr6	HINT3	chr6_126170300	stable	99708
chr6	PNRC1	chr6_89713537	stable	75586
chr6	TAAR1	chr6_132955056	stable	5035
chr6	DLL1	chr6_170234589	stable	361664
chr6	MIR548AJ1	chr6_132367662	stable	67314
chr6	RNU7-91P	chr6_13649598	stable	29040
chr6	MIR4464	chr6_90683185	stable	336042
chr6	IL17A	chr6_51977683	stable	71824
chr6	RSPH3	chr6_159392289	stable	23067
chr6	OR2B6	chr6_27892496	stable	31027
chr6	SLC18B1	chr6_133039653	stable	78716
chr6	RNU7-3P	chr6_149394978	stable	439790
chr6	FILIP1	chr6_75976993	stable	226276
chr6	KCNQ5-AS1	chr6_73145758	stable	707192
chr6	PCMT1	chr6_150054038	stable	16201
chr6	SRSF12	chr6_89757991	stable	60336
chr6	KLHL32	chr6_97336495	stable	30535
chr6	U6.466	chr6_41860760	stable	124518
chr6	SLC22A2	chr6_160658437	stable	37591
chr6	snoU13.223	chr6_90440687	stable	89569
chr6	MIR4464	chr6_90641448	stable	377779
chr6	SLC2A12	chr6_134301571	stable	69517
chr6	U6.998	chr6_107441569	stable	11995
chr6	CDKAL1	chr6_20087502	stable	447005
chr6	AHI1	chr6_135771465	stable	46702
chr6	VNN2	chr6_133009575	stable	74646
chr6	RNF8	chr6_37207553	stable	102981
chr6	DYNLT1	chr6_158690047	stable	373685
chr6	KCNK5	chr6_39029347	stable	165911
