chromosome	IDs	expression
chr6	chr6_159394606	intergenic
chr6	chr6_159395628	intergenic
chr6	chr6_159395704	intergenic
chr6	chr6_159398560	intergenic
chr6	chr6_159400361	intergenic
chr6	chr6_159409498	intergenic
chr6	chr6_159411354	intergenic
chr6	RSPH3	up
chr6	chr6_159422508	intergenic
chr6	chr6_159423818	intergenic
chr6	chr6_159425455	intergenic
chr6	chr6_159428498	intergenic
chr6	chr6_159428579	intergenic
chr6	chr6_159428783	intergenic
chr6	chr6_159429787	intergenic
chr6	chr6_159430397	intergenic
chr6	chr6_159432729	intergenic
chr6	chr6_159434886	intergenic
chr6	chr6_159439428	intergenic
chr6	chr6_159443587	intergenic
chr6	chr6_159446399	intergenic
chr6	chr6_159460808	intergenic
chr6	chr6_159461149	intergenic
chr6	TAGAP	down
chr6	chr6_159474622	intergenic
chr6	chr6_159475185	intergenic
chr6	chr6_159477984	intergenic
chr6	chr6_159483845	intergenic
chr6	chr6_159484425	intergenic
chr6	chr6_159495470	intergenic
chr6	chr6_159496862	intergenic
chr6	chr6_159497899	intergenic
chr6	chr6_159499189	intergenic
chr6	chr6_159502585	intergenic
chr6	chr6_159507964	intergenic
chr6	chr6_159513529	intergenic
chr6	chr6_159515910	intergenic
chr6	chr6_159525805	intergenic
chr6	chr6_159528790	intergenic
chr6	chr6_159530622	intergenic
chr6	chr6_159546112	intergenic
chr6	chr6_159559564	intergenic
chr6	chr6_159560902	intergenic
chr6	chr6_159561230	intergenic
chr6	chr6_159561802	intergenic
chr6	chr6_159563736	intergenic
chr6	chr6_159568967	intergenic
chr6	chr6_159569157	intergenic
chr6	chr6_159575837	intergenic
chr6	chr6_159575848	intergenic
chr6	chr6_159576903	intergenic
chr6	chr6_159577433	intergenic
chr6	chr6_159578308	intergenic
chr6	FNDC1	stable
chr6	chr6_159592992	intergenic
chr6	chr6_159593513	intergenic
chr6	chr6_159612060	intergenic
chr6	chr6_159615225	intergenic
chr6	chr6_159620533	intergenic
chr6	chr6_159624621	intergenic
chr6	chr6_159625493	intergenic
chr6	chr6_159626789	intergenic
chr6	chr6_159631944	intergenic
chr6	chr6_159634340	intergenic
chr6	chr6_159636516	intergenic
chr6	chr6_159639470	intergenic
chr6	chr6_159641004	intergenic
chr6	chr6_159651506	intergenic
chr6	chr6_159656761	intergenic
chr6	chr6_159661908	intergenic
chr6	chr6_160048349	intergenic
chr6	chr6_160053087	intergenic
chr6	chr6_160061730	intergenic
chr6	chr6_160067943	intergenic
chr6	chr6_160069138	intergenic
chr6	chr6_160070448	intergenic
chr6	chr6_160083328	intergenic
chr6	chr6_160085641	intergenic
chr6	chr6_160087580	intergenic
chr6	chr6_160089991	intergenic
chr6	chr6_160090155	intergenic
chr6	chr6_160095418	intergenic
chr6	chr6_160101166	intergenic
chr6	chr6_160101185	intergenic
chr6	chr6_160102559	intergenic
chr6	chr6_160102669	intergenic
chr6	chr6_160107734	intergenic
chr6	chr6_160112134	intergenic
chr6	chr6_160120288	intergenic
chr6	chr6_160121916	intergenic
chr6	chr6_160121951	intergenic
chr6	chr6_160127050	intergenic
chr6	RNU4ATAC18P	NA
chr6	WTAP	stable
chr6	chr6_160150405	intergenic
chr6	chr6_160152951	intergenic
chr6	chr6_160155442	intergenic
chr6	chr6_160157938	intergenic
chr6	chr6_160159234	intergenic
chr6	chr6_160163147	intergenic
chr6	chr6_160167471	intergenic
chr6	chr6_160172763	intergenic
chr6	ACAT2	up
chr6	chr6_160182219	intergenic
chr6	SOD2	up
chr6	chr6_160187805	intergenic
chr6	chr6_160190924	intergenic
chr6	chr6_160191140	intergenic
chr6	chr6_160193643	intergenic
chr6	SNORA20	stable
chr6	chr6_160201974	intergenic
chr6	chr6_160202914	intergenic
chr6	chr6_160203464	intergenic
chr6	chr6_160204133	intergenic
chr6	chr6_160204378	intergenic
chr6	SNORA29	stable
chr6	TCP1	up
chr6	chr6_160212616	intergenic
chr6	chr6_160215463	intergenic
chr6	PNLDC1	stable
chr6	chr6_160227422	intergenic
chr6	chr6_160228540	intergenic
chr6	chr6_160229926	intergenic
chr6	chr6_160231401	intergenic
chr6	chr6_160238940	intergenic
chr6	chr6_160241963	intergenic
chr6	chr6_160245358	intergenic
chr6	chr6_160246733	intergenic
chr6	chr6_160247712	intergenic
chr6	chr6_160254744	intergenic
chr6	chr6_160254843	intergenic
chr6	chr6_160259397	intergenic
chr6	chr6_160262586	intergenic
chr6	chr6_160262880	intergenic
chr6	chr6_160275320	intergenic
chr6	chr6_160276584	intergenic
chr6	chr6_160287465	intergenic
chr6	chr6_160309617	intergenic
chr6	chr6_160310537	intergenic
chr6	chr6_160311947	intergenic
chr6	MAS1	NA
chr6	chr6_160328661	intergenic
chr6	chr6_160330515	intergenic
chr6	chr6_160333582	intergenic
chr6	chr6_160339161	intergenic
chr6	chr6_160339335	intergenic
chr6	chr6_160340377	intergenic
chr6	chr6_160345652	intergenic
chr6	chr6_160347024	intergenic
chr6	chr6_160347621	intergenic
chr6	chr6_160350129	intergenic
chr6	chr6_160355751	intergenic
chr6	chr6_160356175	intergenic
chr6	chr6_160360566	intergenic
chr6	chr6_160368756	intergenic
chr6	chr6_160369358	intergenic
chr6	chr6_160369929	intergenic
chr6	chr6_160370063	intergenic
chr6	chr6_160372692	intergenic
chr6	chr6_160373599	intergenic
chr6	chr6_160381277	intergenic
chr6	chr6_160383939	intergenic
chr6	chr6_160385019	intergenic
chr6	chr6_160387402	intergenic
chr6	IGF2R	stable
chr6	chr6_160393691	intergenic
chr6	chr6_160396460	intergenic
chr6	chr6_160397628	intergenic
chr6	chr6_160399200	intergenic
chr6	chr6_160402591	intergenic
chr6	chr6_160404171	intergenic
chr6	chr6_160405039	intergenic
chr6	chr6_160407699	intergenic
chr6	chr6_160413219	intergenic
chr6	chr6_160414256	intergenic
chr6	chr6_160416652	intergenic
chr6	chr6_160422194	intergenic
chr6	chr6_160423027	intergenic
chr6	chr6_160425973	intergenic
chr6	AIRN	stable
chr6	chr6_160429213	intergenic
chr6	chr6_160431530	intergenic
chr6	chr6_160433239	intergenic
chr6	chr6_160435789	intergenic
chr6	chr6_160436992	intergenic
chr6	chr6_160437661	intergenic
chr6	chr6_160438105	intergenic
chr6	chr6_160444555	intergenic
chr6	chr6_160445662	intergenic
chr6	chr6_160446190	intergenic
chr6	chr6_160446202	intergenic
chr6	chr6_160450837	intergenic
chr6	chr6_160452186	intergenic
chr6	chr6_160453280	intergenic
chr6	chr6_160461418	intergenic
chr6	chr6_160468229	intergenic
chr6	chr6_160468708	intergenic
chr6	chr6_160472057	intergenic
chr6	chr6_160481475	intergenic
chr6	chr6_160484377	intergenic
chr6	chr6_160484567	intergenic
chr6	chr6_160491290	intergenic
chr6	chr6_160492860	intergenic
chr6	chr6_160495463	intergenic
chr6	chr6_160508686	intergenic
chr6	chr6_160509743	intergenic
chr6	chr6_160517676	intergenic
chr6	chr6_160518161	intergenic
chr6	chr6_160518681	intergenic
chr6	chr6_160520213	intergenic
chr6	chr6_160521590	intergenic
chr6	chr6_160521688	intergenic
chr6	chr6_160527894	intergenic
chr6	chr6_160532879	intergenic
chr6	chr6_160535063	intergenic
chr6	chr6_160538364	intergenic
chr6	chr6_160540449	intergenic
chr6	SLC22A1	stable
chr6	chr6_160544440	intergenic
chr6	chr6_160548664	intergenic
chr6	chr6_160550565	intergenic
chr6	chr6_160552868	intergenic
chr6	chr6_160559830	intergenic
chr6	chr6_160572244	intergenic
chr6	chr6_160574953	intergenic
chr6	chr6_160578891	intergenic
chr6	chr6_160581135	intergenic
chr6	chr6_160585208	intergenic
chr6	chr6_160587986	intergenic
chr6	chr6_160593499	intergenic
chr6	chr6_160598268	intergenic
chr6	chr6_160601026	intergenic
chr6	chr6_160608616	intergenic
chr6	chr6_160616259	intergenic
chr6	chr6_160639225	intergenic
chr6	chr6_160642440	intergenic
chr6	chr6_160645775	intergenic
chr6	chr6_160658437	intergenic
chr6	chr6_160661434	intergenic
chr6	chr6_160661489	intergenic
chr6	chr6_160667788	intergenic
chr6	chr6_160670081	intergenic
chr6	chr6_160675716	intergenic
chr6	chr6_160677381	intergenic
chr6	chr6_160683392	intergenic
chr6	chr6_160684513	intergenic
chr6	chr6_160693196	intergenic
chr6	chr6_160693438	intergenic
chr6	chr6_160695135	intergenic
chr6	SLC22A2	NA
chr6	chr6_160699560	intergenic
chr6	chr6_160707529	intergenic
chr6	chr6_160709970	intergenic
chr6	chr6_160717280	intergenic
chr6	chr6_160719259	intergenic
chr6	chr6_160721178	intergenic
chr6	chr6_160727000	intergenic
chr6	chr6_160734443	intergenic
chr6	chr6_160735198	intergenic
chr6	chr6_160737946	intergenic
chr6	chr6_160740393	intergenic
chr6	chr6_160744483	intergenic
chr6	chr6_160745317	intergenic
chr6	chr6_160748357	intergenic
chr6	chr6_160750284	intergenic
chr6	chr6_160751621	intergenic
chr6	chr6_160753037	intergenic
chr6	chr6_160756184	intergenic
chr6	chr6_160760670	intergenic
chr6	SLC22A3	stable
chr6	chr6_160774464	intergenic
chr6	chr6_160776149	intergenic
chr6	chr6_160781620	intergenic
chr6	chr6_160786859	intergenic
chr6	chr6_160789362	intergenic
chr6	chr6_160791691	intergenic
chr6	chr6_160794786	intergenic
chr6	chr6_160796459	intergenic
chr6	chr6_160798552	intergenic
chr6	chr6_160799440	intergenic
chr6	chr6_160805635	intergenic
chr6	chr6_160807562	intergenic
chr6	chr6_160811254	intergenic
chr6	chr6_160812963	intergenic
chr6	chr6_160815332	intergenic
chr6	chr6_160816121	intergenic
chr6	chr6_160820300	intergenic
chr6	chr6_160821106	intergenic
chr6	chr6_160829476	intergenic
chr6	chr6_160831444	intergenic
chr6	chr6_160838931	intergenic
chr6	chr6_160839914	intergenic
chr6	chr6_160847890	intergenic
chr6	chr6_160856702	intergenic
chr6	chr6_160857937	intergenic
chr6	chr6_160858805	intergenic
chr6	chr6_160873046	intergenic
chr6	chr6_160879161	intergenic
chr6	chr6_160903748	intergenic
chr6	chr6_160936725	intergenic
chr6	chr6_160942389	intergenic
chr6	chr6_161325251	intergenic
chr6	chr6_161342553	intergenic
chr6	chr6_161349882	intergenic
chr6	chr6_161352683	intergenic
chr6	chr6_161353541	intergenic
chr6	chr6_161355111	intergenic
chr6	chr6_161355693	intergenic
chr6	chr6_161356473	intergenic
chr6	chr6_161370899	intergenic
chr6	chr6_161371963	intergenic
chr6	chr6_161376482	intergenic
chr6	chr6_161377799	intergenic
chr6	chr6_161378324	intergenic
chr6	chr6_161381604	intergenic
chr6	chr6_161385318	intergenic
chr6	chr6_161385674	intergenic
chr6	chr6_161386253	intergenic
chr6	chr6_161391662	intergenic
chr6	chr6_161394848	intergenic
chr6	chr6_161395510	intergenic
chr6	chr6_161397625	intergenic
chr6	chr6_161399121	intergenic
chr6	chr6_161399984	intergenic
chr6	MAP3K4	stable
chr6	chr6_161420166	intergenic
chr6	chr6_161420203	intergenic
chr6	chr6_161431646	intergenic
chr6	chr6_161432815	intergenic
chr6	chr6_161433183	intergenic
chr6	chr6_161434038	intergenic
chr6	chr6_161436648	intergenic
chr6	chr6_161439536	intergenic
chr6	chr6_161442013	intergenic
chr6	chr6_161443469	intergenic
chr6	chr6_161445781	intergenic
chr6	chr6_161448510	intergenic
chr6	chr6_161460241	intergenic
chr6	chr6_161464369	intergenic
chr6	chr6_161464775	intergenic
chr6	chr6_161465813	intergenic
chr6	chr6_161466273	intergenic
chr6	chr6_161466556	intergenic
chr6	chr6_161468862	intergenic
chr6	chr6_161469894	intergenic
chr6	chr6_161470005	intergenic
chr6	chr6_161470782	intergenic
chr6	chr6_161495183	intergenic
chr6	chr6_161495478	intergenic
chr6	chr6_161495613	intergenic
chr6	chr6_161498994	intergenic
chr6	chr6_161502718	intergenic
chr6	chr6_161503360	intergenic
chr6	chr6_161510209	intergenic
chr6	chr6_161510485	intergenic
chr6	chr6_161513108	intergenic
chr6	chr6_161516538	intergenic
chr6	chr6_161518826	intergenic
chr6	chr6_161519290	intergenic
chr6	chr6_161527432	intergenic
chr6	chr6_161529345	intergenic
chr6	chr6_161535704	intergenic
chr6	chr6_161537278	intergenic
chr6	chr6_161543251	intergenic
chr6	chr6_161549609	intergenic
chr6	chr6_161549702	intergenic
chr6	chr6_161552234	intergenic
chr6	chr6_161554394	intergenic
chr6	chr6_161554814	intergenic
chr6	chr6_161565100	intergenic
chr6	chr6_161566940	intergenic
chr6	chr6_161571165	intergenic
chr6	chr6_161578777	intergenic
chr6	chr6_161580448	intergenic
chr6	chr6_161582157	intergenic
chr6	chr6_161583551	intergenic
chr6	chr6_161585615	intergenic
chr6	chr6_161599322	intergenic
chr6	chr6_161611595	intergenic
chr6	chr6_161615374	intergenic
chr6	chr6_161616040	intergenic
chr6	chr6_161616962	intergenic
chr6	chr6_161620231	intergenic
chr6	chr6_161632501	intergenic
chr6	chr6_161636317	intergenic
chr6	chr6_161645236	intergenic
chr6	chr6_161654310	intergenic
chr6	chr6_161654998	intergenic
chr6	chr6_161655336	intergenic
chr6	chr6_161661437	intergenic
chr6	chr6_161668463	intergenic
chr6	chr6_161672509	intergenic
chr6	chr6_161675774	intergenic
chr6	chr6_161677772	intergenic
chr6	chr6_161678835	intergenic
chr6	chr6_161680368	intergenic
chr6	chr6_161691276	intergenic
chr6	chr6_161692468	intergenic
chr6	AGPAT4	stable
chr6	chr6_161695669	intergenic
chr6	chr6_161698085	intergenic
chr6	chr6_161703679	intergenic
chr6	chr6_161715053	intergenic
chr6	chr6_161741049	intergenic
chr6	chr6_161748714	intergenic
chr6	chr6_161763880	intergenic
chr6	chr6_161766383	intergenic
chr6	chr6_161766756	intergenic
chr6	chr6_161775273	intergenic
chr6	chr6_161775821	intergenic
chr6	chr6_161779027	intergenic
chr6	chr6_161782020	intergenic
chr6	chr6_161782662	intergenic
chr6	chr6_161798483	intergenic
chr6	chr6_161803278	intergenic
chr6	chr6_161803761	intergenic
chr6	chr6_161805861	intergenic
chr6	chr6_161813724	intergenic
chr6	chr6_161829117	intergenic
chr6	chr6_163065910	intergenic
chr6	chr6_163068111	intergenic
chr6	chr6_163072639	intergenic
chr6	chr6_163088139	intergenic
chr6	chr6_163088422	intergenic
chr6	chr6_163097122	intergenic
chr6	chr6_163109947	intergenic
chr6	chr6_163120535	intergenic
chr6	chr6_163121316	intergenic
chr6	chr6_163121724	intergenic
chr6	chr6_163122692	intergenic
chr6	chr6_163123463	intergenic
chr6	chr6_163124065	intergenic
chr6	chr6_163127603	intergenic
chr6	chr6_163135708	intergenic
chr6	chr6_163141090	intergenic
chr6	PACRG	stable
chr6	chr6_163149035	intergenic
chr6	chr6_163150029	intergenic
chr6	chr6_163152013	intergenic
chr6	chr6_163152081	intergenic
chr6	chr6_163153206	intergenic
chr6	chr6_163154650	intergenic
chr6	chr6_163155292	intergenic
chr6	chr6_163157149	intergenic
chr6	chr6_163169859	intergenic
chr6	chr6_163176206	intergenic
chr6	chr6_163203831	intergenic
chr6	chr6_163612929	intergenic
chr6	chr6_163620643	intergenic
chr6	chr6_163627828	intergenic
chr6	chr6_163628243	intergenic
chr6	chr6_163632498	intergenic
chr6	chr6_163635921	intergenic
chr6	chr6_163636321	intergenic
chr6	chr6_163638893	intergenic
chr6	chr6_163644576	intergenic
chr6	chr6_163645899	intergenic
chr6	snoU13.408	NA
chr6	chr6_163649388	intergenic
chr6	chr6_163651537	intergenic
chr6	chr6_163655488	intergenic
chr6	chr6_163656431	intergenic
chr6	chr6_163660078	intergenic
chr6	chr6_163664466	intergenic
chr6	chr6_163665668	intergenic
chr6	chr6_163669379	intergenic
chr6	chr6_163674630	intergenic
chr6	chr6_163716627	intergenic
chr6	chr6_163719885	intergenic
chr6	chr6_163721226	intergenic
chr6	chr6_163722421	intergenic
chr6	chr6_163723163	intergenic
chr6	chr6_163727373	intergenic
chr6	chr6_163728398	intergenic
chr6	chr6_163730573	intergenic
chr6	chr6_163732927	intergenic
chr6	chr6_163741034	intergenic
chr6	chr6_163749733	intergenic
chr6	chr6_163758949	intergenic
chr6	chr6_163760667	intergenic
chr6	chr6_163765843	intergenic
chr6	chr6_163767329	intergenic
chr6	chr6_163767782	intergenic
chr6	chr6_163767899	intergenic
chr6	chr6_163775364	intergenic
chr6	chr6_163779300	intergenic
chr6	chr6_163779784	intergenic
chr6	chr6_163783531	intergenic
chr6	chr6_163787125	intergenic
chr6	chr6_163791847	intergenic
chr6	chr6_163798580	intergenic
chr6	chr6_163803913	intergenic
chr6	chr6_163806307	intergenic
chr6	chr6_163806413	intergenic
chr6	chr6_163807548	intergenic
chr6	chr6_163810756	intergenic
chr6	chr6_163814007	intergenic
chr6	chr6_163814152	intergenic
chr6	chr6_163822109	intergenic
chr6	chr6_163823391	intergenic
chr6	QKI	stable
chr6	chr6_163837601	intergenic
chr6	chr6_163845546	intergenic
chr6	chr6_163848899	intergenic
chr6	chr6_163850223	intergenic
chr6	chr6_163850893	intergenic
chr6	chr6_163861031	intergenic
chr6	chr6_163862783	intergenic
chr6	chr6_163874809	intergenic
chr6	chr6_163877628	intergenic
chr6	chr6_163886281	intergenic
chr6	chr6_163892988	intergenic
chr6	chr6_163894282	intergenic
chr6	chr6_163896802	intergenic
chr6	chr6_163907077	intergenic
chr6	chr6_163909340	intergenic
chr6	chr6_163910728	intergenic
chr6	chr6_163910737	intergenic
chr6	chr6_163914929	intergenic
chr6	chr6_163915870	intergenic
chr6	chr6_163923451	intergenic
chr6	chr6_163933190	intergenic
chr6	chr6_163937319	intergenic
chr6	chr6_163937707	intergenic
chr6	chr6_163938020	intergenic
chr6	chr6_163938033	intergenic
chr6	chr6_163945282	intergenic
chr6	chr6_163946924	intergenic
chr6	chr6_163948378	intergenic
chr6	chr6_163949636	intergenic
chr6	chr6_163953232	intergenic
chr6	chr6_163959122	intergenic
chr6	chr6_163963563	intergenic
chr6	chr6_163964635	intergenic
chr6	chr6_163974906	intergenic
chr6	chr6_163982747	intergenic
chr6	chr6_163983453	intergenic
chr6	chr6_163986556	intergenic
chr6	chr6_163993564	intergenic
chr6	chr6_163999394	intergenic
chr6	chr6_164001732	intergenic
chr6	chr6_164006857	intergenic
chr6	chr6_164009556	intergenic
chr6	chr6_164010528	intergenic
chr6	chr6_164015971	intergenic
chr6	chr6_164018281	intergenic
chr6	chr6_164021559	intergenic
chr6	chr6_164030809	intergenic
chr6	chr6_164035101	intergenic
chr6	chr6_164041059	intergenic
chr6	chr6_164049401	intergenic
chr6	chr6_164054168	intergenic
chr6	chr6_164057755	intergenic
chr6	chr6_164069507	intergenic
chr6	chr6_164071696	intergenic
chr6	chr6_164072063	intergenic
chr6	chr6_164078694	intergenic
chr6	chr6_164136016	intergenic
chr6	chr6_164140456	intergenic
chr6	chr6_164142481	intergenic
chr6	chr6_164147366	intergenic
chr6	chr6_164162375	intergenic
chr6	chr6_164164435	intergenic
chr6	chr6_164172065	intergenic
chr6	chr6_164347435	intergenic
chr6	chr6_164363627	intergenic
chr6	chr6_164368984	intergenic
chr6	chr6_164370211	intergenic
chr6	chr6_164379562	intergenic
chr6	chr6_165837706	intergenic
chr6	chr6_165869778	intergenic
chr6	chr6_165911589	intergenic
chr6	chr6_165919041	intergenic
chr6	chr6_165934350	intergenic
chr6	chr6_165949959	intergenic
chr6	chr6_165955220	intergenic
chr6	chr6_165961363	intergenic
chr6	chr6_165978707	intergenic
chr6	chr6_165988334	intergenic
chr6	chr6_165992442	intergenic
chr6	chr6_165995638	intergenic
chr6	chr6_165996520	intergenic
chr6	chr6_166007453	intergenic
chr6	chr6_166009166	intergenic
chr6	chr6_166020822	intergenic
chr6	chr6_166034780	intergenic
chr6	chr6_166034803	intergenic
chr6	chr6_166037618	intergenic
chr6	chr6_166043899	intergenic
chr6	chr6_166051155	intergenic
chr6	chr6_166053942	intergenic
chr6	chr6_166057245	intergenic
chr6	chr6_166062644	intergenic
chr6	chr6_166066344	intergenic
chr6	chr6_166070448	intergenic
chr6	PDE10A	NA
chr6	chr6_166081691	intergenic
chr6	chr6_166083150	intergenic
chr6	chr6_166083630	intergenic
chr6	chr6_166084757	intergenic
chr6	chr6_166088520	intergenic
chr6	chr6_166088940	intergenic
chr6	chr6_166097296	intergenic
chr6	chr6_166101369	intergenic
chr6	chr6_166101391	intergenic
chr6	chr6_166103161	intergenic
chr6	chr6_166107626	intergenic
chr6	chr6_166110654	intergenic
chr6	chr6_166119112	intergenic
chr6	chr6_166120455	intergenic
chr6	chr6_166126956	intergenic
chr6	U6.393	NA
chr6	chr6_166132320	intergenic
chr6	chr6_166140805	intergenic
chr6	chr6_166143207	intergenic
chr6	chr6_166145049	intergenic
chr6	chr6_166147281	intergenic
chr6	chr6_166153044	intergenic
chr6	chr6_166154667	intergenic
chr6	chr6_166159646	intergenic
chr6	chr6_166159777	intergenic
chr6	chr6_166163513	intergenic
chr6	chr6_166166973	intergenic
chr6	chr6_166168216	intergenic
chr6	chr6_166168571	intergenic
chr6	chr6_166171444	intergenic
chr6	chr6_166175160	intergenic
chr6	chr6_166177309	intergenic
chr6	chr6_166179794	intergenic
chr6	chr6_166182557	intergenic
chr6	chr6_166186968	intergenic
chr6	chr6_166198898	intergenic
chr6	chr6_166209463	intergenic
chr6	chr6_166210191	intergenic
chr6	chr6_166210917	intergenic
chr6	chr6_166213099	intergenic
chr6	chr6_166216059	intergenic
chr6	chr6_166222671	intergenic
chr6	chr6_166226094	intergenic
chr6	chr6_166231644	intergenic
chr6	chr6_166232556	intergenic
chr6	chr6_166233295	intergenic
chr6	chr6_166236099	intergenic
chr6	chr6_166236732	intergenic
chr6	chr6_166237890	intergenic
chr6	chr6_166242362	intergenic
chr6	chr6_166242958	intergenic
chr6	chr6_166250265	intergenic
chr6	chr6_166251542	intergenic
chr6	chr6_166258710	intergenic
chr6	chr6_166259135	intergenic
chr6	chr6_166265114	intergenic
chr6	chr6_166265959	intergenic
chr6	chr6_166269934	intergenic
chr6	chr6_166273149	intergenic
chr6	chr6_166275460	intergenic
chr6	chr6_166280844	intergenic
chr6	chr6_166283605	intergenic
chr6	chr6_166285436	intergenic
chr6	chr6_166287499	intergenic
chr6	chr6_166289474	intergenic
chr6	chr6_166304785	intergenic
chr6	chr6_166306519	intergenic
chr6	SDIM1	NA
chr6	chr6_166324093	intergenic
chr6	chr6_166325358	intergenic
chr6	chr6_166330131	intergenic
chr6	chr6_166335072	intergenic
chr6	chr6_166336593	intergenic
chr6	chr6_166346786	intergenic
chr6	chr6_166353257	intergenic
chr6	chr6_166355192	intergenic
chr6	chr6_166355850	intergenic
chr6	chr6_166359487	intergenic
chr6	chr6_166364853	intergenic
chr6	chr6_166365335	intergenic
chr6	chr6_166368242	intergenic
chr6	chr6_166371239	intergenic
chr6	chr6_166373834	intergenic
chr6	chr6_166374693	intergenic
chr6	chr6_166375094	intergenic
chr6	chr6_166380515	intergenic
chr6	chr6_166383269	intergenic
chr6	chr6_166384828	intergenic
chr6	chr6_166387041	intergenic
chr6	chr6_166388759	intergenic
chr6	chr6_166393882	intergenic
chr6	chr6_166398799	intergenic
chr6	chr6_166402737	intergenic
chr6	chr6_166406756	intergenic
chr6	chr6_166415620	intergenic
chr6	chr6_166420253	intergenic
chr6	chr6_166420787	intergenic
chr6	chr6_166423032	intergenic
chr6	chr6_166432772	intergenic
chr6	chr6_166439970	intergenic
chr6	chr6_166449111	intergenic
chr6	chr6_166449640	intergenic
chr6	chr6_166454246	intergenic
chr6	chr6_166455696	intergenic
chr6	chr6_166473374	intergenic
chr6	chr6_166474384	intergenic
chr6	chr6_166477016	intergenic
chr6	chr6_166477513	intergenic
chr6	chr6_166479196	intergenic
chr6	chr6_166479303	intergenic
chr6	chr6_166482387	intergenic
chr6	chr6_166483559	intergenic
chr6	chr6_166484301	intergenic
chr6	chr6_166491454	intergenic
chr6	chr6_166493549	intergenic
chr6	chr6_166495547	intergenic
chr6	chr6_166504786	intergenic
chr6	chr6_166504870	intergenic
chr6	chr6_166506681	intergenic
chr6	chr6_166509715	intergenic
chr6	SNORD45.3	NA
chr6	chr6_166516523	intergenic
chr6	chr6_166528648	intergenic
chr6	chr6_166531071	intergenic
chr6	chr6_166550040	intergenic
chr6	chr6_166555954	intergenic
chr6	chr6_166557306	intergenic
chr6	chr6_166558779	intergenic
chr6	chr6_166566180	intergenic
chr6	chr6_166567154	intergenic
chr6	chr6_166573399	intergenic
chr6	chr6_166574675	intergenic
chr6	chr6_166577188	intergenic
chr6	chr6_166578308	intergenic
chr6	T	NA
chr6	chr6_166594667	intergenic
chr6	chr6_166595539	intergenic
chr6	chr6_166599094	intergenic
chr6	chr6_166608578	intergenic
chr6	chr6_166618845	intergenic
chr6	chr6_166619278	intergenic
chr6	U6.241	NA
chr6	chr6_166625971	intergenic
chr6	chr6_166640427	intergenic
chr6	chr6_166647393	intergenic
chr6	chr6_166657353	intergenic
chr6	chr6_166660633	intergenic
chr6	chr6_166661686	intergenic
chr6	chr6_166664684	intergenic
chr6	chr6_166667181	intergenic
chr6	chr6_166669897	intergenic
chr6	chr6_166670349	intergenic
chr6	chr6_166672645	intergenic
chr6	chr6_166673105	intergenic
chr6	chr6_166675789	intergenic
chr6	chr6_166682561	intergenic
chr6	chr6_166688687	intergenic
chr6	chr6_166693127	intergenic
chr6	chr6_166695798	intergenic
chr6	chr6_166696396	intergenic
chr6	chr6_166697528	intergenic
chr6	chr6_166707144	intergenic
chr6	chr6_166709190	intergenic
chr6	chr6_166709507	intergenic
chr6	chr6_166713771	intergenic
chr6	PRR18	stable
chr6	chr6_166723907	intergenic
chr6	chr6_166724860	intergenic
chr6	chr6_166726566	intergenic
chr6	chr6_166734740	intergenic
chr6	chr6_166736338	intergenic
chr6	chr6_166736585	intergenic
chr6	chr6_166743040	intergenic
chr6	chr6_166747617	intergenic
chr6	chr6_166749907	intergenic
chr6	SFT2D1	stable
chr6	chr6_166760349	intergenic
chr6	chr6_166763704	intergenic
chr6	chr6_166766350	intergenic
chr6	chr6_166768868	intergenic
chr6	chr6_166771060	intergenic
chr6	chr6_166776383	intergenic
chr6	chr6_166780873	intergenic
chr6	chr6_166791724	intergenic
chr6	chr6_166793343	intergenic
chr6	chr6_166793433	intergenic
chr6	chr6_166794786	intergenic
chr6	MPC1	down
chr6	chr6_166800538	intergenic
chr6	chr6_166806733	intergenic
chr6	chr6_166809482	intergenic
chr6	chr6_166812979	intergenic
chr6	chr6_166818203	intergenic
chr6	chr6_166823874	intergenic
chr6	chr6_166824616	intergenic
chr6	chr6_166834033	intergenic
chr6	chr6_166836226	intergenic
chr6	chr6_166841508	intergenic
chr6	chr6_166845438	intergenic
chr6	chr6_166845806	intergenic
chr6	chr6_166856308	intergenic
chr6	chr6_166856496	intergenic
chr6	chr6_166861479	intergenic
chr6	chr6_166861696	intergenic
chr6	chr6_166867241	intergenic
chr6	chr6_166870452	intergenic
chr6	chr6_166877774	intergenic
chr6	chr6_166878139	intergenic
chr6	chr6_166884930	intergenic
chr6	chr6_166887295	intergenic
chr6	chr6_166890734	intergenic
chr6	chr6_166891814	intergenic
chr6	chr6_166898001	intergenic
chr6	chr6_166910350	intergenic
chr6	MIR1913	NA
chr6	chr6_166923773	intergenic
chr6	chr6_166926683	intergenic
chr6	chr6_166930382	intergenic
chr6	chr6_166938792	intergenic
chr6	Z98049.1	NA
chr6	chr6_166946374	intergenic
chr6	chr6_166948280	intergenic
chr6	chr6_166949236	intergenic
chr6	chr6_166949422	intergenic
chr6	chr6_166962342	intergenic
chr6	chr6_166967868	intergenic
chr6	chr6_166968844	intergenic
chr6	chr6_166974501	intergenic
chr6	chr6_166977707	intergenic
chr6	chr6_166978128	intergenic
chr6	chr6_166981336	intergenic
chr6	chr6_166982495	intergenic
chr6	chr6_166987219	intergenic
chr6	chr6_166994067	intergenic
